ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x9e76,CUS_0xb882,January,Hlaf,33,#F%$D@*&8,Entrepreneur,55835.7,,9,5,24,8,"Auto Loan, Mortgage Loan, Not Specified, Personal Loan, Auto Loan, Mortgage Loan, Student Loan, and Payday Loan",21,20,27.19,12.0,Bad,2802.64,38.445852782089375,NA,Yes,269.2535212466654,140.24575618571137,Low_spent_Large_value_payments,322.29822256762327,Standard
0x253ff,CUS_0x5bd8,February,Flitterx,24,517-12-3385,Mechanic,24436.53,1881.3775,8,6,1,-100,Mortgage Loan,24,17,4.77,0.0,Standard,568.82,26.43936293503273,31 Years and 2 Months,No,10.984017019383463,177.7355697376304,Low_spent_Medium_value_payments,279.4181632429861,Standard
0x1c9f3,CUS_0x5418,February,Sarah N.b,41,256-23-6467,Manager,144390.2_,12080.516666666668,5,5,2,0,,7,3,3.86,0.0,Good,457.05,27.75366179577157,26 Years and 10 Months,No,70825.0,__10000__,Low_spent_Medium_value_payments,340.9211721247775,Good
0x5602,CUS_0x14ba,May,Kevin Yaoe,20,961-03-0481,Teacher,81425.24,,9,5,26,-100,"Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",17,19,3.69,7.0,Bad,1729.78,33.846637771760385,13 Years and 11 Months,NM,375.690945797382,444.6510837673816,Low_spent_Small_value_payments,127.601637101903,Poor
0x6aa1,CUS_0x45da,April,ernief,26,#F%$D@*&8,Accountant,9045.635,948.8029166666665,7,7,19,7,"Student Loan, Payday Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Personal Loan, and Debt Consolidation Loan",47,16,16.53,12.0,_,3098.74,40.394227743203025,11 Years and 8 Months,Yes,28.21245926805481,24.213779776752844,High_spent_Large_value_payments,282.45405262185903,Standard
0x17259,CUS_0x2127,April,Johnsonq,55,604-70-4065,Engineer,143239.84,12020.653333333335,1137,1,8,2,"Personal Loan, and Student Loan",5,0,11.45,1.0,_,1118.15,29.734604149922237,32 Years and 6 Months,No,213.2877494159124,376.749960246386,High_spent_Medium_value_payments,862.0276236710351,Good
0x1aa5c,CUS_0x6c88,March,Poornima Guptaf,39,821-50-1894,_______,103495.68,,7,6,8,7,"Student Loan, Not Specified, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Student Loan",13,8,20.79,5.0,Standard,482.64,29.306128083058795,7 Years and 1 Months,Yes,427.14418285899177,205.8233897058024,High_spent_Large_value_payments,468.19642743520586,Standard
0x2043a,CUS_0x7351,May,MacLellanz,35,090-19-3561,Writer,14735.48,,9,10,33,5,"Mortgage Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, and Debt Consolidation Loan",22,24,20.56,6.0,Bad,3952.93,39.07796563458532,11 Years and 0 Months,NM,37.473474457512175,124.87356745437448,Low_spent_Small_value_payments,256.14862475478003,Standard
0x1ecb2,CUS_0x38e1,May,Dayd,28,000-95-4380,_______,19526.92,1482.243333333333,2,6,12,-100,"Home Equity Loan, and Personal Loan",7,,10.97,7.0,Good,41.85,35.35786433057463,27 Years and 6 Months,No,23.58359185609264,93.46584745279013,Low_spent_Medium_value_payments,311.17489402445057,Standard
0x2afc,CUS_0x1e6b,July,Michaelc,26,299-96-0609,Manager,62846.31,,9,8,20,7,"Not Specified, Credit-Builder Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",40,18,1.79,10.0,Bad,4073.62,32.455597011062224,2 Years and 3 Months,Yes,284.98291964752286,182.48046129003134,High_spent_Medium_value_payments,321.85586906244566,Poor
0x10176,CUS_0xabf6,January,Klaymanv,39,391-94-1112,Mechanic,37421.88,3060.49,2,4,9,3,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",6,14,3.14,2.0,Good,1083.06,23.114446945927558,29 Years and 11 Months,No,59.18879734752478,,High_spent_Medium_value_payments,408.1250582039864,Standard
0x1e547,CUS_0x8b44,February,Lawderd,26,849-19-8337,Developer,15503.02,1337.9183333333333,6,7,30,6,"Mortgage Loan, Payday Loan, Personal Loan, Not Specified, Auto Loan, and Student Loan",38,23,6.22,7.0,Bad,3651.79,33.502129611505524,NA,Yes,77.33453389017394,134.28489268946268,Low_spent_Small_value_payments,212.17240675369666,Poor
0x13612,CUS_0x6915,May,Lashb,17,533-80-5681,Musician,15862.01,1404.8341666666668,10,6,31,6,"Payday Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, and Not Specified",24,24,24.42,13.0,Bad,4063.06,36.482709550367495,9 Years and 7 Months,Yes,66.78293289286825,39.95602307373276,Low_spent_Medium_value_payments,313.7444607000656,Poor
0x6a51,CUS_0x6e6c,August,,26,214-30-3255,Media_Manager,59458.29,4692.8575,8,5,13,1,Personal Loan,27,,6.62,1.0,_,1114.52,29.092115349478146,19 Years and 6 Months,Yes,26.333036642979444,485.16060687146415,Low_spent_Small_value_payments,247.79210648555645,Standard
0x18f99,CUS_0xa5c2,April,Anna Driverk,31,345-77-5573,Musician,37824.96,2837.103752697834,3,6,3,4,"Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",15,12,8.09,3.0,Good,568.59,37.49741310603369,27 Years and 1 Months,No,382.1898664168457,79.98599141610009,High_spent_Medium_value_payments,365.2083894692202,Good
0x20046,CUS_0x3fc2,January,Suzanney,31,474-40-2831,Lawyer,71983.5,5966.625,5,6,18,4,"Not Specified, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",16,8,19.41,0.0,_,519.33,29.718129354244013,31 Years and 11 Months,Yes,230.1068159930957,185.93099894425328,High_spent_Medium_value_payments,430.624685062651,Standard
0x2367b,CUS_0x6c2c,June,,19,274-18-3184,Developer,41654.62,3512.2183333333337,10,10,3600,7,"Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Personal Loan",23,19,1.32,9.0,Bad,2097.37,37.62913093513471,12 Years and 7 Months,Yes,138.70643278790234,84.43742806653398,!@9#%8,368.0779724788969,Poor
0x1dd8,CUS_0x4028,March,Papachristouy,36,407-45-5883,Manager,68935.26,5518.605,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Auto Loan",14,9,3.25,4.0,Good,457.81,37.452093977798384,25 Years and 6 Months,No,102.79630864901532,739.7896615721454,!@9#%8,,Good
0x11c70,CUS_0x376b,July,,25,915-69-8780,Architect,81779.54,,3,7,7,0_,,33,2,9.36,2.0,Good,824.62,33.75731986068153,24 Years and 7 Months,No,0.0,195.38532269410976,High_spent_Medium_value_payments,714.8108439725569,Poor
0x1e321,CUS_0x6fb4,April,Ireney,14,#F%$D@*&8,Mechanic,31273.54,2752.1283333333336,5,5,20,2,"Debt Consolidation Loan, and Credit-Builder Loan",14,12,12.63,8.0,Standard,2382.3,33.50130048521012,8 Years and 8 Months,Yes,49.93971220385049,,Low_spent_Small_value_payments,395.51105118502977,Standard
0x9c09,CUS_0x8e8b,April,,30_,990-02-5969,Scientist,18760.6,1531.3833333333332,7,8,18,5,"Auto Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, and Mortgage Loan",51,19,16.3,12.0,_,4573.36,32.312789789598256,6 Years and 8 Months,Yes,71.47716469812731,103.7792755032942,Low_spent_Small_value_payments,267.88189313191185,Standard
0x197ac,CUS_0x32fa,July,Grant McCooll,38,848-55-8612,Writer,69209.85,6047.4875,6,3,9,2,"Credit-Builder Loan, and Auto Loan",29,12,6.9,2.0,Standard,225.58,38.275466766036956,32 Years and 10 Months,No,86.37788508852127,214.029309035332,!@9#%8,564.3415558761468,Standard
0x4a48,CUS_0x4dbd,March,Scuffhamy,24,825-76-8127,Scientist,25138.62_,1908.885,8,4,8,3_,"Not Specified, Debt Consolidation Loan, and Personal Loan",27,11,6.05,2.0,Good,329.82,33.7743233751249,27 Years and 3 Months,No,39.758206107245606,48.131492466805774,High_spent_Medium_value_payments,352.9988014259486,Good
0x173e7,CUS_0x8cf6,June,Jessica Toonkelm,30,762-91-1556,Manager,31788.05,2792.004166666666,2,4,5,0,,2,10,0.76,4.0,Good,1418.23,35.44993413381683,30 Years and 10 Months,No,0.0,,Low_spent_Small_value_payments,428.48495376452667,Standard
0x1eac5,CUS_0x9df0,April,Timk,39,846-31-4164,Entrepreneur,36115.92,2716.66,0,7,9,3,"Student Loan, Not Specified, and Personal Loan",11,1,6.02,0.0,Good,886.95,29.22705601158936,NA,No,78.05225497436741,89.41903790827044,High_spent_Medium_value_payments,354.19470711736216,Standard
0x13486,CUS_0xa290,May,Richard Cowanb,50,498-02-5560,Media_Manager,102940.53_,8729.3775,6,6,10,3,"Credit-Builder Loan, Student Loan, and Mortgage Loan",23,10,0.99,4.0,Standard,185.84,37.74708726633123,27 Years and 1 Months,Yes,196.02019937498343,135.69495998192588,High_spent_Medium_value_payments,791.2225906430908,Standard
0x129e2,CUS_0x5a54,May,Emmag,46,396-95-2155,Manager,54758.55,4730.2125,8,8,27,6,"Student Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",16,,29.9,11.0,Bad,3072.06,30.62368874684576,8 Years and 8 Months,Yes,216.33556973671384,423.0813694109324,Low_spent_Small_value_payments,123.60431085235376,Standard
0x41a7,CUS_0x2cdf,February,Makhovskyj,33,219-75-5334,Writer,8312.495,893.7079166666667,6,4,12,4_,"Credit-Builder Loan, Student Loan, Payday Loan, and Credit-Builder Loan",20,17,7.71,8.0,_,1803.31,35.51049785919356,12 Years and 8 Months,NM,20.156251743535734,29.121348969484767,High_spent_Small_value_payments,300.09319095364623,Standard
0xb378,CUS_0x548b,March,Andy Bruces,44,542-92-9333,Scientist,66522.06,5409.505,8,4,7,3,"Student Loan, Not Specified, and Home Equity Loan",27,14,15.95,5.0,Standard,561.13,31.58394328758078,NA,Yes,117.08800475134936,474.3871908707274,!@9#%8,239.47530437792324,Standard
0x13d17,CUS_0x92b9,February,Jeb Blountz,15,855-40-7496,Teacher,46855.17,3987.5975,7,5,27,6_,"Auto Loan, Not Specified, Debt Consolidation Loan, Auto Loan, Student Loan, and Auto Loan",36,20,19.86,7.0,_,1653.0,30.342963636607,10 Years and 9 Months,Yes,145.55242168068656,75.50338422886415,High_spent_Medium_value_payments,427.7039440904493,Poor
0x21dd1,CUS_0xb26,April,yv,42,644-23-8314,Engineer,8898.785,,9,5,30,8,"Student Loan, Personal Loan, Personal Loan, Payday Loan, Auto Loan, Home Equity Loan, Not Specified, and Student Loan",24,17,9.36,10.0,Bad,1292.14,32.161953869793265,8 Years and 6 Months,Yes,54.340083683946155,117.69295039356119,Low_spent_Small_value_payments,215.3235075891594,Poor
0x255df,CUS_0xb80d,February,Alex Frewt,32,713-24-3856,Developer,28796.82,,6,6,21,5,"Student Loan, Payday Loan, Payday Loan, Personal Loan, and Student Loan",30,23,2.78,8.0,Bad,2382.35,39.224184650918865,6 Years and 0 Months,Yes,82.23521974662458,91.09980176970363,High_spent_Medium_value_payments,314.5384784836718,Poor
0x1235f,CUS_0x6032,June,James Vicinil,17,741-59-1064,Media_Manager,1406411.0,581.6595833333333,7,10,18,6,"Not Specified, Personal Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Home Equity Loan",15,26,10.0,17.0,Bad,2830.92,28.948640730135217,14 Years and 4 Months,Yes,35.271669839395535,__10000__,Low_spent_Small_value_payments,282.5987661059599,Poor
0x142a4,CUS_0x914e,July,Prodhanf,55,#F%$D@*&8,Musician,89384.91,7658.7425,1,3,10,3,"Auto Loan, Payday Loan, and Student Loan",14,7,9.54,5.0,_,1041.11,23.562413334859592,30 Years and 10 Months,No,118.53495036642364,372.71166779714895,!@9#%8,564.6276318364277,Standard
0x7d64,CUS_0xba18,July,Baertleinb,16,542-02-2519,Media_Manager,32196.04,2843.0033333333336,10,8,17,8,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Auto Loan, Student Loan, Auto Loan, and Home Equity Loan",29,19,3.6,8.0,Bad,1661.03,24.000983314732128,NA,NM,164.25651622340627,321.020942325059,Low_spent_Small_value_payments,89.0228747848681,Poor
0x18ff9,CUS_0x2747,April,Carrelx,31,131-04-1216,Accountant,7991.33,736.9441666666668,8,6,25,7,"Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",58,22,5.59,9.0,Bad,2870.09,36.05663193436763,4 Years and 2 Months,Yes,51384.0,52.243934937507525,Low_spent_Small_value_payments,268.0891862556744,Poor
0x19d0a,CUS_0x7eb0,January,Hummelg,48,798-91-2215,Media_Manager,28378.53,2228.8775,6,3,9,1,Not Specified,19,17,16.42,3.0,Standard,316.61,24.040334479591497,16 Years and 5 Months,Yes,20.851606122653198,136.09884663118945,High_spent_Small_value_payments,325.93729724615736,Standard
0x1a4fb,CUS_0x7eed,June,Dyek,21,488-25-4904,Scientist,34975.73,2779.644166666667,5,7,17,7,"Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Payday Loan, and Payday Loan",12,19,8.59,6.0,Standard,51.5,34.505021221131514,NA,NM,155.00251099581254,178.68173890821058,Low_spent_Medium_value_payments,224.28016676264357,Standard
0x76ab,CUS_0x2963,February,Rodrigo Camposo,43,203-84-0467,Entrepreneur,82859.08,7200.923333333332,1,1,7,3,"Payday Loan, Home Equity Loan, and Not Specified",8,6,6.43,2.0,Good,182.89,36.77005624662731,26 Years and 3 Months,No,186.71970420624402,575.7638630855105,Low_spent_Medium_value_payments,237.60876604157886,Good
0x8e38,CUS_0x3a69,July,Andreasw,34,961-04-7892,_______,62925.64,5109.803333333333,7,5,21,2,"Credit-Builder Loan, and Debt Consolidation Loan",18,18,8.02,10.0,_,2060.33,31.00272455811192,20 Years and 1 Months,Yes,94.35528886874158,188.99952340086585,Low_spent_Medium_value_payments,507.6255210637257,Poor
0x1a1a7,CUS_0xa328,June,Jason Langes,38,783-16-3895,Accountant,29948.76,2398.73,4,3,31,2,"Payday Loan, and Payday Loan",23,18,19.96,11.0,Standard,2438.57,30.708890335373987,NA,Yes,49.106387934114196,78.31945540922602,High_spent_Medium_value_payments,362.4471566566598,Poor
0x1f16b,CUS_0x5cc5,February,Malonec,45,940-86-3772,Media_Manager,72034.86,5780.905,5,6,13,0,,19,18,12.76,3.0,Standard,1030.69,31.31377479461205,29 Years and 11 Months,Yes,0.0,241.31627247297573,Low_spent_Medium_value_payments,616.7742275270242,Standard
0x2447e,CUS_0x7e24,May,Kellyx,30,298-06-5346,Media_Manager,49854.92,,8,3,17,3,"Debt Consolidation Loan, Home Equity Loan, and Auto Loan",12,15,6.07,5.0,Standard,1044.78,37.24535632200127,17 Years and 11 Months,Yes,62.83164834944265,46.533775985339176,High_spent_Medium_value_payments,562.2922423318848,Standard
0x1659,CUS_0x5407,April,Annk,30,500-92-6408,_______,34081.38,2611.115,8,7,15,3,"Not Specified, Auto Loan, and Student Loan",34,14,21.13,5.0,_,1704.18,29.76215930632113,14 Years and 10 Months,Yes,70.47833267207261,220.55219192916718,Low_spent_Small_value_payments,260.0809753987602,Poor
0x1973a,CUS_0x4156,January,Nadia Damounio,38,807-73-5861,Developer,101996.79,8498.7325,5,6,6,4,"Student Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",8,10,6.94,1.0,Good,1260.27,27.032709700293466,24 Years and 5 Months,NM,211.04798561607612,300.96667061328947,High_spent_Small_value_payments,597.8585937706346,Good
0xabe4,CUS_0x2a7d,July,,32,852-92-6636,Media_Manager,15829.875,1065.3333246994482,4,2,4,1,Student Loan,10,4,2.7,3.0,Good,968.61,25.91995195025957,20 Years and 2 Months,No,183.54246024113357,110.12213524963008,Low_spent_Small_value_payments,297.37395480978813,Good
0x1871c,CUS_0x5a92,March,Gillams,42,486-47-1751,Doctor,21854664.0,10621.865,1,1,9,3_,"Mortgage Loan, Auto Loan, and Home Equity Loan",0,14,9.55,1.0,Good,757.38,40.166641256080105,17 Years and 7 Months,No,174.3385269738251,309.3066350931851,High_spent_Medium_value_payments,828.5413379329898,Standard
0xdec6,CUS_0x3650,January,Ryan Vlastelicaz,37,581-79-3977,Journalist,60965.31,5012.4425,7,4,13,1,Not Specified,10,13,3.85,2.0,Standard,287.4,23.989260948042716,28 Years and 10 Months,No,28.650268569330397,367.6711933835353,Low_spent_Large_value_payments,374.9227880471343,Standard
0x4087,CUS_0x9412,February,Browng,27,688-22-8467,Accountant,48428.10000000001,4242.675000000001,6,5,34,9,"Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, Student Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Student Loan",39,21,0.8899999999999997,9.0,Bad,4152.95,40.29817983616972,5 Years and 3 Months,Yes,192.07999052770882,101.2792595457398,High_spent_Large_value_payments,370.9082499265516,Poor
0x23b35,CUS_0x463e,April,Philb,14,522-26-7644,Developer,14937.63,1495.8025,6,6,27,5,"Not Specified, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",24,12,10.07,6.0,_,2031.23,36.496814924259226,14 Years and 6 Months,NM,60.36998092001871,66.56772133506743,Low_spent_Small_value_payments,312.6425477449139,Poor
0x25a2f,CUS_0x523e,February,Chyenq,43,329-75-7434,Manager,97431.9,7992.325,7,3,17,2,"Payday Loan, and Home Equity Loan",11,9,14.37,0.0,Standard,1095.56,37.79484904522632,18 Years and 10 Months,Yes,151.28214618301158,243.29404240432706,High_spent_Medium_value_payments,654.6563114126615,Standard
0x204c,CUS_0xa7c3,July,Vidalonw,15,327-52-9304,Doctor,8882.47,,9,7,19,-100,"Personal Loan, Credit-Builder Loan, Not Specified, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",40,15,_,7.0,Bad,1580.91,32.92551154296548,19 Years and 8 Months,Yes,27.528699132623988,45.12155467338833,Low_spent_Medium_value_payments,262.870329527321,Poor
0x2dd2,CUS_0x69ff,January,,43,020-79-5434,Writer,32178.74,2470.561666666667,10,6,21,6_,"Auto Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Personal Loan, and Student Loan",42,8,14.15,8.0,Standard,2165.47,38.03027211478653,11 Years and 10 Months,NM,99.44574466527511,55.61430200055583,High_spent_Large_value_payments,331.9961200008358,Standard
0x17287,CUS_0x9884,February,Barrc,39,135-78-6636,Manager,56313.96,4860.83,4,5,8,2,"Mortgage Loan, and Debt Consolidation Loan",13,7,6.88,1.0,Good,1333.22,27.217262394681445,27 Years and 6 Months,No,75.00221722202626,190.5780113179643,!@9#%8,470.5027714600095,Good
0x17085,CUS_0x434d,April,,18,169-79-3010,Musician,24675.86,,4,4,9,-100,Auto Loan,10,,3.08,0.0,Good,370.2,27.122266662517408,28 Years and 11 Months,No,12.436804133221015,175.55076488529363,Low_spent_Small_value_payments,314.64459764815206,Standard
0x149b2,CUS_0x7fc8,January,Greg Roumeliotisz,41,200-21-8443,Journalist,87502.53,7277.8775,7,7,14,3,"Mortgage Loan, Credit-Builder Loan, and Not Specified",25,16,6.35,3.0,Standard,1071.88,34.21126723555828,27 Years and 11 Months,No,167.95979383172292,273.19371219443184,High_spent_Medium_value_payments,536.6342439738453,Standard
0x21fa5,CUS_0x6919,April,Marck,25,962-28-0931,Doctor,107242.64,8979.886666666667,5,3,6,1,Student Loan,14,12,11.66,2518.0,Good,258.85,33.30406872079719,32 Years and 5 Months,No,73.53336066176095,181.05886437930874,High_spent_Large_value_payments,883.3964416255969,Good
0x4f58,CUS_0x9bd1,March,Noriyuki Hiratay,23,304-90-3014,Doctor,46850.7,3837.225,5,4,20,5,"Student Loan, Payday Loan, Student Loan, Auto Loan, and Payday Loan",14,15,7.23,5.0,Standard,1676.93,31.402992807901374,15 Years and 7 Months,Yes,194.8209167843006,203.1648653740706,Low_spent_Medium_value_payments,265.7367178416288,Standard
0xf8e3,CUS_0x9199,February,Alawadhiw,25,149-67-5279,Journalist,60787.32,4850.61,6,6,28,8,"Home Equity Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Payday Loan",61,21,23.93,8.0,Bad,4851.34,25.740426742419388,1 Years and 4 Months,NM,279.4056538871738,81.92987293000654,High_spent_Large_value_payments,363.72547318281966,Poor
0x8ac6,CUS_0x5534,January,Aubinr,39,246-34-3138,Developer,23200.82,1877.4016666666666,3,7,5,0,,29,18,19.73,2.0,Standard,987.07,34.51689192209809,17 Years and 4 Months,Yes,0.0,66.60421757138062,High_spent_Small_value_payments,381.13594909528604,Standard
0xc045,CUS_0x6e23,April,Harry Papachristouo,36,344-34-3762,Scientist,66560.22,5369.685,5,7,5066,2,"Payday Loan, and Student Loan",27,16,8.93,0.0,_,837.34,32.34040167351081,30 Years and 7 Months,Yes,80.29199979452855,126.2144651707044,Low_spent_Large_value_payments,600.462035034767,Poor
0x12b77,CUS_0x56d6,February,Ann Saphirj,36,349-72-1106,Journalist,17943.885,1548.3237499999998,4,3,6,-100,"Payday Loan, Payday Loan, and Student Loan",24,16,10.55,8.0,Standard,1490.82,31.47273175771009,17 Years and 2 Months,Yes,35.30356913107998,35.41778298028041,High_spent_Medium_value_payments,334.11102288863964,Standard
0x8e3e,CUS_0xda6,January,Deyf,29,719-64-1889,Manager,20194.19,1774.8491666666666,5,7,19,0,,6,14,7.85,7.0,Standard,189.79,40.49626314723699,29 Years and 2 Months,NM,0.0,129.10843305844057,Low_spent_Small_value_payments,338.37648360822607,Standard
0x1bad2,CUS_0xb27a,May,"ODonnell""s",27,744-49-1403,Mechanic,30320.06,2507.6716666666666,9,6,20,-100,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",51,23,7.23,16.0,Bad,2051.53,38.11760639168067,18 Years and 3 Months,Yes,110.29128197633881,65.43362892084845,!@9#%8,335.04225576947937,Standard
0x920f,CUS_0x9281,June,Saphirz,36,114-10-2779,Engineer,46352.82,4000.735,6,9,32,4,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",62,20,10.4,13.0,Bad,2353.7,34.15890893032715,17 Years and 7 Months,Yes,93.10897495017281,33.01723346510845,High_spent_Large_value_payments,513.9472915847188,Poor
0xe1bd,CUS_0x6d40,April,,46,696-39-6251,Entrepreneur,85432.84,,5,4,16,1,Not Specified,9,8,4.62,3.0,Standard,295.87,33.617553046890876,32 Years and 8 Months,Yes,41.122890251048936,457.7815670750352,Low_spent_Small_value_payments,519.0358760072493,Standard
0x13b4e,CUS_0xa57b,January,Temple-Westi,28,872-67-1118,Teacher,20616.63,1784.0525,6,6,15,6,"Personal Loan, Debt Consolidation Loan, Not Specified, Auto Loan, Not Specified, and Credit-Builder Loan",32,19,_,10.0,Bad,3389.04,39.098899793932645,10 Years and 5 Months,Yes,70.5729572431843,226.36188649718991,Low_spent_Small_value_payments,171.4704062596258,Standard
0x90d9,CUS_0x5184,August,Seetharamana,22,998-89-8313,Architect,72757.26,5816.105,2,2,4,0,,9,,5.65,2.0,Good,522.38,39.006325574397714,22 Years and 10 Months,No,0.0,128.64180163327947,High_spent_Medium_value_payments,702.9686983667206,Standard
0x2345e,CUS_0x558d,May,Lh,41,658-01-3989,Writer,17408.23,1397.6858333333332,6,3,16,6,"Home Equity Loan, Debt Consolidation Loan, Student Loan, Student Loan, Personal Loan, and Payday Loan",27,13,14.51,8.0,_,1658.2,34.78401199035436,7 Years and 3 Months,Yes,58.58963398172959,100.79434941354496,Low_spent_Small_value_payments,270.38459993805884,Poor
0x12ddf,CUS_0xb337,June,Wachtelx,38,368-00-3868,Manager,9917.025,1099.4187499999996,5,6,17,2,"Debt Consolidation Loan, and Mortgage Loan",9,18,13.96,8.0,_,1065.19,29.06107812095275,12 Years and 7 Months,Yes,14.199057632211833,28.72172705221253,Low_spent_Medium_value_payments,347.02109031557563,Standard
0x221b9,CUS_0x6854,August,Jonathanu,50,316-84-2157,Scientist,42150.69,2927.2784657120146,3,3,6,1,Home Equity Loan,4,11,7.87,4.0,Good,1013.95,29.076308452491865,31 Years and 5 Months,No,465.6457910309625,69.33913690064718,High_spent_Medium_value_payments,483.24985635637626,Standard
0x10206,CUS_0x503f,January,Tommyo,36,912-49-8079,Musician,18180.43,1725.0358333333334,9,9,17,9,"Auto Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",61,20,8.6,10.0,Bad,2329.29,22.292537903746094,13 Years and 11 Months,Yes,116.08159431872198,__10000__,Low_spent_Medium_value_payments,178.8824719966612,Poor
0x4a8f,CUS_0x7fb2,February,alls,38,402-37-0700,Architect,13050.62,1090.5516666666667,7,7,20,-100,"Personal Loan, and Student Loan",17,19,19.98,3.0,_,1005.81,31.46791734100865,19 Years and 3 Months,Yes,11.092094272894569,38.77398853438528,Low_spent_Medium_value_payments,339.1890838593868,Standard
0xd55c,CUS_0xae07,March,Maloneh,47,#F%$D@*&8,Teacher,21450.3,1752.525,6,6,7,4,"Mortgage Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",13,16,3.85,1.0,Good,464.67,33.221558774208454,29 Years and 0 Months,NM,59.40297607392983,44.76760740580054,High_spent_Medium_value_payments,321.0819165202696,Good
0x22f8c,CUS_0x94dd,July,Chiangb,19,996-52-9835,Scientist,23107.74_,,4,4,10,1,Debt Consolidation Loan,7,20,12.45,7.0,_,859.23,27.060987695670075,28 Years and 3 Months,Yes,17.60355966048589,30.12164095143834,High_spent_Medium_value_payments,400.6392993880757,Standard
0x251fe,CUS_0x1807,May,Carstenc,55,967-06-5986,Manager,26515.99_,2083.665833333333,4,6,13,1,Mortgage Loan,19,14,1.11,6.0,Standard,1150.9,39.09641449162152,18 Years and 6 Months,No,11.483824398464586,148.7185500853937,Low_spent_Large_value_payments,318.1642088494752,Standard
0x14030,CUS_0x10e2,March,Sonalio,37,168-78-3262,Media_Manager,43133.85000000001,3432.487500000001,10,10,31,7,"Personal Loan, Auto Loan, Not Specified, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan",38,21,6.41,11.0,Bad,2504.1,25.45084546757792,10 Years and 4 Months,NM,151.28725497549289,139.9302706940325,High_spent_Medium_value_payments,302.03122433047474,Poor
0x28af,CUS_0x3fa8,June,Kumarp,471,283-56-6375,Writer,177243.92,14526.326666666668,4,6,3,-100,"Student Loan, Personal Loan, and Auto Loan",9,12,6.64,3.0,Good,488.95,37.04185325257149,28 Years and 9 Months,NM,284.80419655277166,485.38794227604865,!@9#%8,942.4405278378464,Standard
0x20f3a,CUS_0xb4e2,January,Tim Reida,33,234-00-2959,Manager,36029.25,3111.4375,3,6,12,3,"Credit-Builder Loan, Mortgage Loan, and Not Specified",24,11,10.99,1.0,Good,917.17,27.116707675932993,NA,No,83.18282267269286,280.05728306183624,Low_spent_Small_value_payments,237.90364426547092,Poor
0x2087,CUS_0xb9e5,June,Katev,44,616-71-3032,Media_Manager,8681.77,647.4808333333334,6,9,23,7,"Student Loan, Personal Loan, Not Specified, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",47,24,12.6,17.0,_,2216.25,30.137393624821453,14 Years and 9 Months,Yes,28.44218887394765,58.54435128565565,Low_spent_Medium_value_payments,257.76154317373005,Standard
